"No","CVE","Description","CVSSv3","Severity","Published","References","AdvisoryIDs","AdvisoryCount"
"595","CVE-2010-3570","Unspecified vulnerability in the Deployment Toolkit component in Oracle Java SE and Java for Business 6 Update 21 allows remote attackers to affect confidentiality, integrity, and availability via unknown vectors.","7.6","HIGH","2010-10-19","http://h20000.www2.hp.com/bizsupport/TechSupport/Document.jsp?lang=en&cc=us&objectID=c02616748; http://lists.opensuse.org/opensuse-security-announce/2010-10/msg00006.html; http://marc.info/?l=bugtraq&m=134254866602253&w=2","VCDSA23428","1"
"596","CVE-2010-3571","Unspecified vulnerability in the 2D component in Oracle Java SE and Java for Business 6 Update 21, 5.0 Update 25, 1.4.2_27, and 1.3.1_28 allows remote attackers to affect confidentiality, integrity, and availability via unknown vectors.  NOTE: the previous information was obtained from the October 2010 CPU.  Oracle has not commented on claims from a reliable researcher that this is an integer overflow in the color profile parser that allows remote attackers to execute arbitrary code via a crafted Tag structure in a color profile.","10.0","HIGH","2010-10-19","http://h20000.www2.hp.com/bizsupport/TechSupport/Document.jsp?lang=en&cc=us&objectID=c02616748; http://lists.opensuse.org/opensuse-security-announce/2010-10/msg00006.html; http://lists.opensuse.org/opensuse-security-announce/2010-12/msg00005.html","VCDSA23428; VCDSA23418","2"
"597","CVE-2010-3572","Unspecified vulnerability in the Sound component in Oracle Java SE and Java for Business 6 Update 21, 5.0 Update 25, 1.4.2_27, and 1.3.1_28 allows remote attackers to affect confidentiality, integrity, and availability via unknown vectors.","10.0","HIGH","2010-10-19","http://h20000.www2.hp.com/bizsupport/TechSupport/Document.jsp?lang=en&cc=us&objectID=c02616748; http://lists.opensuse.org/opensuse-security-announce/2010-10/msg00006.html; http://lists.opensuse.org/opensuse-security-announce/2010-12/msg00005.html","VCDSA23428; VCDSA23418","2"
"598","CVE-2010-3573","Unspecified vulnerability in the Networking component in Oracle Java SE and Java for Business 6 Update 21 and 5.0 Update 25 allows remote attackers to affect confidentiality, integrity, and availability via unknown vectors.  NOTE: the previous information was obtained from the October 2010 CPU.  Oracle has not commented on claims from a reliable downstream vendor that this is related to missing validation of request headers in the HttpURLConnection class when they are set by applets, which allows remote attackers to bypass the intended security policy.","5.1","MEDIUM","2010-10-19","http://h20000.www2.hp.com/bizsupport/TechSupport/Document.jsp?lang=en&cc=us&objectID=c02616748; http://lists.fedoraproject.org/pipermail/package-announce/2010-October/049455.html; http://lists.fedoraproject.org/pipermail/package-announce/2010-October/049528.html","VCDSA23428; VCDSA23418","2"
"599","CVE-2010-3574","Unspecified vulnerability in the Networking component in Oracle Java SE and Java for Business 6 Update 21, 5.0 Update 25, 1.4.2_27, and 1.3.1_28 allows remote attackers to affect confidentiality, integrity, and availability via unknown vectors.  NOTE: the previous information was obtained from the October 2010 CPU.  Oracle has not commented on claims from a reliable downstream vendor that HttpURLConnection does not properly check for the allowHttpTrace permission, which allows untrusted code to perform HTTP TRACE requests.","10.0","HIGH","2010-10-19","http://h20000.www2.hp.com/bizsupport/TechSupport/Document.jsp?lang=en&cc=us&objectID=c02616748; http://lists.fedoraproject.org/pipermail/package-announce/2010-October/049455.html; http://lists.fedoraproject.org/pipermail/package-announce/2010-October/049528.html","VCDSA23428; VCDSA23418","2"
"600","CVE-2010-3609","The extension parser in slp_v2message.c in OpenSLP 1.2.1, and other versions before SVN revision 1647, as used in Service Location Protocol daemon (SLPD) in VMware ESX 4.0 and 4.1 and ESXi 4.0 and 4.1, allows remote attackers to cause a denial of service (infinite loop) via a packet with a ""next extension offset"" that references this extension or a previous extension.  NOTE: some of these details are obtained from third party information.","5.0","MEDIUM","2011-03-11","http://lists.vmware.com/pipermail/security-announce/2011/000126.html; http://secunia.com/advisories/43601; http://secunia.com/advisories/43742","VCDSA23419","1"
"601","CVE-2010-3613","named in ISC BIND 9.6.2 before 9.6.2-P3, 9.6-ESV before 9.6-ESV-R3, and 9.7.x before 9.7.2-P3 does not properly handle the combination of signed negative responses and corresponding RRSIG records in the cache, which allows remote attackers to cause a denial of service (daemon crash) via a query for cached data.","4.0","MEDIUM","2010-12-06","http://ftp.netbsd.org/pub/NetBSD/security/advisories/NetBSD-SA2011-001.txt.asc; http://lists.apple.com/archives/Security-announce/2011//Oct/msg00003.html; http://lists.fedoraproject.org/pipermail/package-announce/2010-December/051910.html","VCDSA23419","1"
"602","CVE-2010-3614","named in ISC BIND 9.x before 9.6.2-P3, 9.7.x before 9.7.2-P3, 9.4-ESV before 9.4-ESV-R4, and 9.6-ESV before 9.6-ESV-R3 does not properly determine the security status of an NS RRset during a DNSKEY algorithm rollover, which might allow remote attackers to cause a denial of service (DNSSEC validation error) by triggering a rollover.","6.4","MEDIUM","2010-12-06","http://lists.apple.com/archives/Security-announce/2011//Oct/msg00003.html; http://lists.fedoraproject.org/pipermail/package-announce/2010-December/051910.html; http://lists.fedoraproject.org/pipermail/package-announce/2010-December/051963.html","VCDSA23419","1"
"603","CVE-2010-3699","The backend driver in Xen 3.x allows guest OS users to cause a denial of service via a kernel thread leak, which prevents the device and guest OS from being shut down or create a zombie domain, causes a hang in zenwatch, or prevents unspecified xm commands from working properly, related to (1) netback, (2) blkback, or (3) blktap.","2.7","LOW","2010-12-08","http://lists.opensuse.org/opensuse-security-announce/2011-01/msg00007.html; http://secunia.com/advisories/42372; http://secunia.com/advisories/42789","VCDSA23427","1"
"604","CVE-2010-3762","ISC BIND before 9.7.2-P2, when DNSSEC validation is enabled, does not properly handle certain bad signatures if multiple trust anchors exist for a single zone, which allows remote attackers to cause a denial of service (daemon crash) via a DNS query.","4.3","MEDIUM","2010-10-05","http://ftp.isc.org/isc/bind9/9.7.2-P2/RELEASE-NOTES-BIND-9.7.2-P2.html; http://lists.vmware.com/pipermail/security-announce/2011/000126.html; http://support.avaya.com/css/P8/documents/100124923","VCDSA23419","1"
"605","CVE-2010-3847","elf/dl-load.c in ld.so in the GNU C Library (aka glibc or libc6) through 2.11.2, and 2.12.x through 2.12.1, does not properly handle a value of $ORIGIN for the LD_AUDIT environment variable, which allows local users to gain privileges via a crafted dynamic shared object (DSO) located in an arbitrary directory.","6.9","MEDIUM","2011-01-07","http://seclists.org/fulldisclosure/2010/Oct/257; http://seclists.org/fulldisclosure/2010/Oct/292; http://seclists.org/fulldisclosure/2010/Oct/294","VCDSA23416","1"
"606","CVE-2010-3853","pam_namespace.c in the pam_namespace module in Linux-PAM (aka pam) before 1.1.3 uses the environment of the invoking application or service during execution of the namespace.init script, which might allow local users to gain privileges by running a setuid program that relies on the pam_namespace PAM check, as demonstrated by the sudo program.","6.9","MEDIUM","2011-01-24","http://lists.vmware.com/pipermail/security-announce/2011/000126.html; http://pam.cvs.sourceforge.net/viewvc/pam/Linux-PAM/modules/pam_namespace/pam_namespace.c?view=log#rev1.13; http://secunia.com/advisories/49711","VCDSA23419","1"
"607","CVE-2010-3856","ld.so in the GNU C Library (aka glibc or libc6) before 2.11.3, and 2.12.x before 2.12.2, does not properly restrict use of the LD_AUDIT environment variable to reference dynamic shared objects (DSOs) as audit objects, which allows local users to gain privileges by leveraging an unsafe DSO located in a trusted library directory, as demonstrated by libpcprofile.so.","7.2","HIGH","2011-01-07","http://packetstormsecurity.com/files/153278/WAGO-852-Industrial-Managed-Switch-Series-Code-Execution-Hardcoded-Credentials.html; http://packetstormsecurity.com/files/173661/OpenSSH-Forwarded-SSH-Agent-Remote-Code-Execution.html; http://seclists.org/fulldisclosure/2010/Oct/344","VCDSA23416","1"
"608","CVE-2010-3858","The setup_arg_pages function in fs/exec.c in the Linux kernel before 2.6.36, when CONFIG_STACK_GROWSDOWN is used, does not properly restrict the stack memory consumption of the (1) arguments and (2) environment for a 32-bit application on a 64-bit platform, which allows local users to cause a denial of service (system crash) via a crafted exec system call, a related issue to CVE-2010-2240.","4.9","MEDIUM","2010-11-30","http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commit%3Bh=1b528181b2ffa14721fb28ad1bd539fe1732c583; http://grsecurity.net/~spender/64bit_dos.c; http://secunia.com/advisories/42758","VCDSA23427","1"
"609","CVE-2010-3859","Multiple integer signedness errors in the TIPC implementation in the Linux kernel before 2.6.36.2 allow local users to gain privileges via a crafted sendmsg call that triggers a heap-based buffer overflow, related to the tipc_msg_build function in net/tipc/msg.c and the verify_iovec function in net/core/iovec.c.","6.9","MEDIUM","2010-12-29","http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commit%3Bh=253eacc070b114c2ec1f81b067d2fed7305467b0; http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commit%3Bh=8acfe468b0384e834a303f08ebc4953d72fb690a; http://marc.info/?l=linux-netdev&m=128770476511716&w=2","VCDSA23427","1"
"610","CVE-2010-3864","Multiple race conditions in ssl/t1_lib.c in OpenSSL 0.9.8f through 0.9.8o, 1.0.0, and 1.0.0a, when multi-threading and internal caching are enabled on a TLS server, might allow remote attackers to execute arbitrary code via client data that triggers a heap-based buffer overflow, related to (1) the TLS server name extension and (2) elliptic curve cryptography.","7.6","HIGH","2010-11-17","http://blogs.sun.com/security/entry/cve_2010_3864_race_condition; http://h20000.www2.hp.com/bizsupport/TechSupport/Document.jsp?objectID=c02794777; http://lists.apple.com/archives/security-announce/2011//Jun/msg00000.html","VCDSA23418","1"
"611","CVE-2010-3865","Integer overflow in the rds_rdma_pages function in net/rds/rdma.c in the Linux kernel allows local users to cause a denial of service (crash) and possibly execute arbitrary code via a crafted iovec struct in a Reliable Datagram Sockets (RDS) request, which triggers a buffer overflow.","7.2","HIGH","2011-01-11","http://lists.opensuse.org/opensuse-security-announce/2010-11/msg00004.html; http://lists.opensuse.org/opensuse-security-announce/2011-01/msg00000.html; http://lists.opensuse.org/opensuse-security-announce/2011-01/msg00001.html","VCDSA23427","1"
"612","CVE-2010-3876","net/packet/af_packet.c in the Linux kernel before 2.6.37-rc2 does not properly initialize certain structure members, which allows local users to obtain potentially sensitive information from kernel stack memory by leveraging the CAP_NET_RAW capability to read copies of the applicable structures.","1.9","LOW","2011-01-03","http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commit%3Bh=67286640f638f5ad41a946b9a3dc75327950248f; http://marc.info/?l=linux-netdev&m=128854507220908&w=2; http://openwall.com/lists/oss-security/2010/11/02/10","VCDSA23427","1"
"613","CVE-2010-3877","The get_name function in net/tipc/socket.c in the Linux kernel before 2.6.37-rc2 does not initialize a certain structure, which allows local users to obtain potentially sensitive information from kernel stack memory by reading a copy of this structure.","1.9","LOW","2011-01-03","http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commit%3Bh=88f8a5e3e7defccd3925cabb1ee4d3994e5cdb52; http://marc.info/?l=linux-netdev&m=128854507420917&w=2; http://openwall.com/lists/oss-security/2010/11/02/7","VCDSA23427","1"
"614","CVE-2010-3880","net/ipv4/inet_diag.c in the Linux kernel before 2.6.37-rc2 does not properly audit INET_DIAG bytecode, which allows local users to cause a denial of service (kernel infinite loop) via crafted INET_DIAG_REQ_BYTECODE instructions in a netlink message that contains multiple attribute elements, as demonstrated by INET_DIAG_BC_JMP instructions.","4.9","MEDIUM","2010-12-10","http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commit%3Bh=22e76c849d505d87c5ecf3d3e6742a65f0ff4860; http://openwall.com/lists/oss-security/2010/11/04/9; http://openwall.com/lists/oss-security/2010/11/05/3","VCDSA23427","1"
"615","CVE-2010-3904","The rds_page_copy_user function in net/rds/page.c in the Reliable Datagram Sockets (RDS) protocol implementation in the Linux kernel before 2.6.36 does not properly validate addresses obtained from user space, which allows local users to gain privileges via crafted use of the sendmsg and recvmsg system calls.","7.8","HIGH","2010-12-06","http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commit%3Bh=799c10559d60f159ab2232203f222f18fa3c4a5f; http://lists.opensuse.org/opensuse-security-announce/2010-10/msg00008.html; http://lists.opensuse.org/opensuse-security-announce/2010-11/msg00004.html","VCDSA23427","1"
"616","CVE-2010-4008","libxml2 before 2.7.8, as used in Google Chrome before 7.0.517.44, Apple Safari 5.0.2 and earlier, and other products, reads from invalid memory locations during processing of malformed XPath expressions, which allows context-dependent attackers to cause a denial of service (application crash) via a crafted XML document.","4.3","MEDIUM","2010-11-17","http://blog.bkis.com/en/libxml2-vulnerability-in-google-chrome-and-apple-safari/; http://code.google.com/p/chromium/issues/detail?id=58731; http://googlechromereleases.blogspot.com/2010/11/stable-channel-update.html","VCDSA23436; VCDSA23432","2"
"617","CVE-2010-4020","MIT Kerberos 5 (aka krb5) 1.8.x through 1.8.3 does not reject RC4 key-derivation checksums, which might allow remote authenticated users to forge a (1) AD-SIGNEDPATH or (2) AD-KDC-ISSUED signature, and possibly gain privileges, by leveraging the small key space that results from certain one-byte stream-cipher operations.","6.3","MEDIUM","2010-12-02","http://kb.vmware.com/kb/1035108; http://lists.apple.com/archives/security-announce/2011/Mar/msg00006.html; http://lists.fedoraproject.org/pipermail/package-announce/2010-December/051976.html","VCDSA23422","1"
"618","CVE-2010-4021","The Key Distribution Center (KDC) in MIT Kerberos 5 (aka krb5) 1.7 does not properly restrict the use of TGT credentials for armoring TGS requests, which might allow remote authenticated users to impersonate a client by rewriting an inner request, aka a ""KrbFastReq forgery issue.""","2.1","LOW","2010-12-02","http://kb.vmware.com/kb/1035108; http://lists.apple.com/archives/security-announce/2011/Mar/msg00006.html; http://lists.opensuse.org/opensuse-security-announce/2010-12/msg00000.html","VCDSA23422","1"
"619","CVE-2010-4072","The copy_shmid_to_user function in ipc/shm.c in the Linux kernel before 2.6.37-rc1 does not initialize a certain structure, which allows local users to obtain potentially sensitive information from kernel stack memory via vectors related to the shmctl system call and the ""old shm interface.""","1.9","LOW","2010-11-29","http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commit%3Bh=3af54c9bd9e6f14f896aac1bb0e8405ae0bc7a44; http://lists.opensuse.org/opensuse-security-announce/2010-12/msg00004.html; http://lists.opensuse.org/opensuse-security-announce/2011-01/msg00000.html","VCDSA23427","1"
"620","CVE-2010-4073","The ipc subsystem in the Linux kernel before 2.6.37-rc1 does not initialize certain structures, which allows local users to obtain potentially sensitive information from kernel stack memory via vectors related to the (1) compat_sys_semctl, (2) compat_sys_msgctl, and (3) compat_sys_shmctl functions in ipc/compat.c; and the (4) compat_sys_mq_open and (5) compat_sys_mq_getsetattr functions in ipc/compat_mq.c.","1.9","LOW","2010-11-29","http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commit%3Bh=03145beb455cf5c20a761e8451e30b8a74ba58d9; http://lists.opensuse.org/opensuse-security-announce/2010-12/msg00004.html; http://lists.opensuse.org/opensuse-security-announce/2011-01/msg00000.html","VCDSA23427","1"
"621","CVE-2010-4075","The uart_get_count function in drivers/serial/serial_core.c in the Linux kernel before 2.6.37-rc1 does not properly initialize a certain structure member, which allows local users to obtain potentially sensitive information from kernel stack memory via a TIOCGICOUNT ioctl call.","1.9","LOW","2010-11-29","http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commit%3Bh=d281da7ff6f70efca0553c288bb883e8605b3862; http://lkml.indiana.edu/hypermail//linux/kernel/1009.1/03388.html; http://secunia.com/advisories/42884","VCDSA23427","1"
"622","CVE-2010-4080","The snd_hdsp_hwdep_ioctl function in sound/pci/rme9652/hdsp.c in the Linux kernel before 2.6.36-rc6 does not initialize a certain structure, which allows local users to obtain potentially sensitive information from kernel stack memory via an SNDRV_HDSP_IOCTL_GET_CONFIG_INFO ioctl call.","2.1","LOW","2010-11-30","http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commit%3Bh=e68d3b316ab7b02a074edc4f770e6a746390cb7d; http://lists.opensuse.org/opensuse-security-announce/2010-12/msg00004.html; http://lists.opensuse.org/opensuse-security-announce/2011-01/msg00000.html","VCDSA23427","1"
"623","CVE-2010-4081","The snd_hdspm_hwdep_ioctl function in sound/pci/rme9652/hdspm.c in the Linux kernel before 2.6.36-rc6 does not initialize a certain structure, which allows local users to obtain potentially sensitive information from kernel stack memory via an SNDRV_HDSPM_IOCTL_GET_CONFIG_INFO ioctl call.","1.9","LOW","2010-11-30","http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commit%3Bh=e68d3b316ab7b02a074edc4f770e6a746390cb7d; http://lists.opensuse.org/opensuse-security-announce/2010-12/msg00004.html; http://lists.opensuse.org/opensuse-security-announce/2011-01/msg00000.html","VCDSA23427","1"
"624","CVE-2010-4083","The copy_semid_to_user function in ipc/sem.c in the Linux kernel before 2.6.36 does not initialize a certain structure, which allows local users to obtain potentially sensitive information from kernel stack memory via a (1) IPC_INFO, (2) SEM_INFO, (3) IPC_STAT, or (4) SEM_STAT command in a semctl system call.","1.9","LOW","2010-11-30","http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commit%3Bh=982f7c2b2e6a28f8f266e075d92e19c0dd4c6e56; http://lists.opensuse.org/opensuse-security-announce/2010-12/msg00004.html; http://lists.opensuse.org/opensuse-security-announce/2011-01/msg00000.html","VCDSA23427","1"
"625","CVE-2010-4157","Integer overflow in the ioc_general function in drivers/scsi/gdth.c in the Linux kernel before 2.6.36.1 on 64-bit platforms allows local users to cause a denial of service (memory corruption) or possibly have unspecified other impact via a large argument in an ioctl call.","6.2","MEDIUM","2010-12-10","http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commit%3Bh=f63ae56e4e97fb12053590e41a4fa59e7daa74a4; http://lists.fedoraproject.org/pipermail/package-announce/2010-December/052513.html; http://lists.opensuse.org/opensuse-security-announce/2010-12/msg00004.html","VCDSA23427","1"
"626","CVE-2010-4158","The sk_run_filter function in net/core/filter.c in the Linux kernel before 2.6.36.2 does not check whether a certain memory location has been initialized before executing a (1) BPF_S_LD_MEM or (2) BPF_S_LDX_MEM instruction, which allows local users to obtain potentially sensitive information from kernel stack memory via a crafted socket filter.","2.1","LOW","2010-12-30","http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commit%3Bh=57fe93b374a6b8711995c2d466c502af9f3a08bb; http://lists.fedoraproject.org/pipermail/package-announce/2010-December/052513.html; http://lists.grok.org.uk/pipermail/full-disclosure/2010-November/077321.html","VCDSA23427","1"
"627","CVE-2010-4161","The udp_queue_rcv_skb function in net/ipv4/udp.c in a certain Red Hat build of the Linux kernel 2.6.18 in Red Hat Enterprise Linux (RHEL) 5 allows attackers to cause a denial of service (deadlock and system hang) by sending UDP traffic to a socket that has a crafted socket filter, a related issue to CVE-2010-4158.","4.9","MEDIUM","2010-12-30","http://secunia.com/advisories/42789; http://secunia.com/advisories/46397; http://www.redhat.com/support/errata/RHSA-2011-0004.html","VCDSA23427","1"
"628","CVE-2010-4180","OpenSSL before 0.9.8q, and 1.0.x before 1.0.0c, when SSL_OP_NETSCAPE_REUSE_CIPHER_CHANGE_BUG is enabled, does not properly prevent modification of the ciphersuite in the session cache, which allows remote attackers to force the downgrade to an unintended cipher via vectors involving sniffing network traffic to discover a session identifier.","4.3","MEDIUM","2010-12-06","http://cvs.openssl.org/chngview?cn=20131; http://h20000.www2.hp.com/bizsupport/TechSupport/Document.jsp?objectID=c02794777; http://lists.apple.com/archives/security-announce/2011//Jun/msg00000.html","VCDSA23437; VCDSA23428","2"
"629","CVE-2010-4238","The vbd_create function in Xen 3.1.2, when the Linux kernel 2.6.18 on Red Hat Enterprise Linux (RHEL) 5 is used, allows guest OS users to cause a denial of service (host OS panic) via an attempted access to a virtual CD-ROM device through the blkback driver.  NOTE: some of these details are obtained from third party information.","5.5","MEDIUM","2011-01-22","http://bugs.centos.org/bug_view_advanced_page.php?bug_id=4517; http://secunia.com/advisories/42884; http://secunia.com/advisories/46397","VCDSA23427","1"
"630","CVE-2010-4242","The hci_uart_tty_open function in the HCI UART driver (drivers/bluetooth/hci_ldisc.c) in the Linux kernel 2.6.36, and possibly other versions, does not verify whether the tty has a write operation, which allows local users to cause a denial of service (NULL pointer dereference) via vectors related to the Bluetooth driver.","4.0","MEDIUM","2011-01-11","http://git.kernel.org/linus/c19483cc5e56ac5e22dd19cf25ba210ab1537773; http://lists.opensuse.org/opensuse-security-announce/2011-02/msg00002.html; http://secunia.com/advisories/42789","VCDSA23427","1"
"631","CVE-2010-4243","fs/exec.c in the Linux kernel before 2.6.37 does not enable the OOM Killer to assess use of stack memory by arrays representing the (1) arguments and (2) environment, which allows local users to cause a denial of service (memory consumption) via a crafted exec system call, aka an ""OOM dodging issue,"" a related issue to CVE-2010-3858.","4.9","MEDIUM","2011-01-22","http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commit%3Bh=3c77f845722158206a7209c45ccddc264d19319c; http://grsecurity.net/~spender/64bit_dos.c; http://linux.derkeiler.com/Mailing-Lists/Kernel/2010-11/msg13278.html","VCDSA23427","1"
"632","CVE-2010-4247","The do_block_io_op function in (1) drivers/xen/blkback/blkback.c and (2) drivers/xen/blktap/blktap.c in Xen before 3.4.0 for the Linux kernel 2.6.18, and possibly other versions, allows guest OS users to cause a denial of service (infinite loop and CPU consumption) via a large production request index to the blkback or blktap back-end drivers.  NOTE: some of these details are obtained from third party information.","5.5","MEDIUM","2011-01-11","http://secunia.com/advisories/35093; http://secunia.com/advisories/42789; http://secunia.com/advisories/46397","VCDSA23427","1"
"633","CVE-2010-4248","Race condition in the __exit_signal function in kernel/exit.c in the Linux kernel before 2.6.37-rc2 allows local users to cause a denial of service via vectors related to multithreaded exec, the use of a thread group leader in kernel/posix-cpu-timers.c, and the selection of a new thread group leader in the de_thread function in fs/exec.c.","4.9","MEDIUM","2010-11-30","http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commit%3Bh=e0a70217107e6f9844628120412cb27bb4cea194; http://secunia.com/advisories/42789; http://secunia.com/advisories/42890","VCDSA23427","1"
"634","CVE-2010-4249","The wait_for_unix_gc function in net/unix/garbage.c in the Linux kernel before 2.6.37-rc3-next-20101125 does not properly select times for garbage collection of inflight sockets, which allows local users to cause a denial of service (system hang) via crafted use of the socketpair and sendmsg system calls for SOCK_SEQPACKET sockets.","4.9","MEDIUM","2010-11-29","http://git.kernel.org/?p=linux/kernel/git/davem/net-2.6.git%3Ba=commit%3Bh=9915672d41273f5b77f1b3c29b391ffb7732b84b; http://lists.fedoraproject.org/pipermail/package-announce/2010-December/052513.html; http://lkml.org/lkml/2010/11/23/395","VCDSA23427","1"
"635","CVE-2010-4251","The socket implementation in net/core/sock.c in the Linux kernel before 2.6.34 does not properly manage a backlog of received packets, which allows remote attackers to cause a denial of service (memory consumption) by sending a large amount of network traffic, as demonstrated by netperf UDP tests.","7.5","HIGH","2011-05-26","http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commit%3Bh=8eae939f1400326b06d0c9afe53d2a484a326871; http://kerneltrap.org/mailarchive/linux-netdev/2010/3/3/6271093/thread; http://secunia.com/advisories/46397","VCDSA23427","1"
"636","CVE-2010-4252","OpenSSL before 1.0.0c, when J-PAKE is enabled, does not properly validate the public parameters in the J-PAKE protocol, which allows remote attackers to bypass the need for knowledge of the shared secret, and successfully authenticate, by sending crafted values in each round of the protocol.","7.5","HIGH","2010-12-06","http://cvs.openssl.org/chngview?cn=20098; http://marc.info/?l=bugtraq&m=129916880600544&w=2; http://marc.info/?l=bugtraq&m=130497251507577&w=2","VCDSA23437","1"
"637","CVE-2010-4255","The fixup_page_fault function in arch/x86/traps.c in Xen 4.0.1 and earlier on 64-bit platforms, when paravirtualization is enabled, does not verify that kernel mode is used to call the handle_gdt_ldt_mapping_fault function, which allows guest OS users to cause a denial of service (host OS BUG_ON) via a crafted memory access.","6.1","MEDIUM","2011-01-25","http://lists.xensource.com/archives/html/xen-devel/2010-11/msg01650.html; http://openwall.com/lists/oss-security/2010/11/30/5; http://openwall.com/lists/oss-security/2010/11/30/8","VCDSA23427","1"
"638","CVE-2010-4263","The igb_receive_skb function in drivers/net/igb/igb_main.c in the Intel Gigabit Ethernet (aka igb) subsystem in the Linux kernel before 2.6.34, when Single Root I/O Virtualization (SR-IOV) and promiscuous mode are enabled but no VLANs are registered, allows remote attackers to cause a denial of service (NULL pointer dereference and panic) and possibly have unspecified other impact via a VLAN tagged frame.","7.9","HIGH","2011-01-18","http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commit%3Bh=31b24b955c3ebbb6f3008a6374e61cf7c05a193c; http://openwall.com/lists/oss-security/2010/12/06/3; http://openwall.com/lists/oss-security/2010/12/06/9","VCDSA23427","1"
"639","CVE-2010-4294","The frame decompression functionality in the VMnc media codec in VMware Movie Decoder before 6.5.5 build 328052 and 7.x before 7.1.2 build 301548, VMware Workstation 6.5.x before 6.5.5 build 328052 and 7.x before 7.1.2 build 301548 on Windows, VMware Player 2.5.x before 2.5.5 build 246459 and 3.x before 3.1.2 build 301548 on Windows, and VMware Server 2.x on Windows does not properly validate an unspecified size field, which allows remote attackers to execute arbitrary code or cause a denial of service (heap memory corruption) via a crafted video file.","9.3","HIGH","2010-12-06","http://lists.vmware.com/pipermail/security-announce/2010/000112.html; http://osvdb.org/69596; http://secunia.com/advisories/42482","VCDSA23404","1"
"640","CVE-2010-4295","Race condition in the mounting process in vmware-mount in VMware Workstation 7.x before 7.1.2 build 301548 on Linux, VMware Player 3.1.x before 3.1.2 build 301548 on Linux, VMware Server 2.0.2 on Linux, and VMware Fusion 3.1.x before 3.1.2 build 332101 allows host OS users to gain privileges via vectors involving temporary files.","6.9","MEDIUM","2010-12-06","http://lists.vmware.com/pipermail/security-announce/2010/000112.html; http://osvdb.org/69585; http://secunia.com/advisories/42453","VCDSA23404","1"
"641","CVE-2010-4296","vmware-mount in VMware Workstation 7.x before 7.1.2 build 301548 on Linux, VMware Player 3.1.x before 3.1.2 build 301548 on Linux, VMware Server 2.0.2 on Linux, and VMware Fusion 3.1.x before 3.1.2 build 332101 does not properly load libraries, which allows host OS users to gain privileges via vectors involving shared object files.","7.2","HIGH","2010-12-06","http://lists.vmware.com/pipermail/security-announce/2010/000112.html; http://osvdb.org/69584; http://secunia.com/advisories/42453","VCDSA23404","1"
"642","CVE-2010-4297","The VMware Tools update functionality in VMware Workstation 6.5.x before 6.5.5 build 328052 and 7.x before 7.1.2 build 301548; VMware Player 2.5.x before 2.5.5 build 328052 and 3.1.x before 3.1.2 build 301548; VMware Server 2.0.2; VMware Fusion 2.x before 2.0.8 build 328035 and 3.1.x before 3.1.2 build 332101; VMware ESXi 3.5, 4.0, and 4.1; and VMware ESX 3.0.3, 3.5, 4.0, and 4.1 allows host OS users to gain privileges on the guest OS via unspecified vectors, related to a ""command injection"" issue.","7.2","HIGH","2010-12-06","http://lists.vmware.com/pipermail/security-announce/2010/000112.html; http://osvdb.org/69590; http://secunia.com/advisories/42480","VCDSA23404","1"
"643","CVE-2010-4343","drivers/scsi/bfa/bfa_core.c in the Linux kernel before 2.6.35 does not initialize a certain port data structure, which allows local users to cause a denial of service (system crash) via read operations on an fc_host statistics file.","5.5","MEDIUM","2010-12-29","http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git%3Ba=commit%3Bh=7873ca4e4401f0ecd8868bf1543113467e6bae61; http://secunia.com/advisories/42884; http://secunia.com/advisories/46397","VCDSA23427","1"
